,id,text,date,attachments.link.url,attachments.link.title,comments.count,reposts.count,views.count
0,23460201,"В канун Нового года все желания сбываются! ✨
Делитесь самыми добрыми новогодними поздравлениями, пожеланиями или присылайте короткие новости – и мы покажем их в бегущей строке на Елке ""Россия Сегодня"" в ГУМе, возле Главной площади страны! Наша Елка сказочная, а потому не только показывает новости со всего мира на бегущей строке online, но и исполняет желания! Проверим? 🎄
Условия просты: 
• подпишитесь на [club15755094|РИА Новости]; 
• сделайте репост этой записи; 
• отправьте поздравление не более 70 символов (с пробелами) в комментарий к этому посту или присылайте на почту elka@rian.ru 
Каждый день с 20:00 до 21:00 ловите свои поздравления и пожелания в ГУМе на нашей Елке в Главной галерее вплоть до 25 декабря!",1545134415,,,248,48,157915
1,23514762,,1545509326,https://ria.ru/20181222/1548497667.html,"Кадыров рассказал, как хочет завершить карьеру",3,2,1948
2,23514714,,1545508947,https://ria.ru/20181222/1548460367.html,Крым ждет рекордное число туристов в новогодние праздники,18,0,6452
3,23514598,,1545507916,https://ria.ru/20181222/1548484485.html,Ученые назвали способ омолодить мозг,16,8,17407
4,23514442,,1545506725,https://ria.ru/20181222/1548488564.html,"В Африке хотят лишить Disney прав на фразу ""акуна матата""",43,3,23495
5,23514321,,1545505506,https://ria.ru/20181222/1548460965.html,Французские ученые нашли способ уничтожать зараженные ВИЧ клетки,29,6,28807
6,23514191,"""Это правда, позвонили ему сегодня в 12 часов дня. Разговор длился 53 минуты. Запись выложим завтра"", - сказал Владимир Кузнецов.",1545504460,https://ria.ru/20181222/1548494889.html,"Пранкер Вован подтвердил, что общался с главой ""новой церкви"" Украины",72,4,33399
7,23514052,,1545503287,https://rsport.ria.ru/20181222/1548493978.html,"Щербакова выиграла чемпионат России,  Загитова стала пятой",72,9,36478
8,23513897,,1545502091,https://ria.ru/20181222/1548487180.html,"В Киеве заявили, что главе ""новой церкви"" позвонили пранкеры",46,3,37924
9,23513693,,1545500795,https://ria.ru/20181222/1548483259.html,"Астронавт NASA показал, как заново учится ходить после полета в космос",54,5,41304
10,23513556,,1545499569,https://ria.ru/20181222/1548490261.html,"Против украинского премьера возбудили уголовное дело, пишут СМИ",60,3,42101
11,23513413,#РИА_ФотоДня,1545498561,,,260,14,53667
12,23513361,,1545498132,,,67,57,45521
13,23513272,В Сети появилось видео пожара на шахте в Соликамске: https://ria.ru/20181222/1548486025.html,1545497432,,,34,4,45265
14,23513116,"Ученые назвали три периода в жизни, когда человек наиболее одинок: https://ria.ru/20181222/1548483303.html",1545496476,,,52,4,48811
15,23512908,,1545495387,https://ria.ru/20181222/1548487342.html,"Лидер группы ""Бумбокс"" сравнил Россию с ""черной дырой""
",242,4,50080
16,23512748,"#РИА_Видео 
Очень общительную и задорную свинку Базуку недавно отдали в Центр реабилитации животных. Семья сначала взяла ее, а потом передумала держать дома экзотического мини-пига. 
Теперь сотрудники центра хотят искать дом для Базуки только после новогодних праздников - чтобы она не стала просто подарком к новому году.",1545494165,,,47,15,47219
17,23512558,,1545493004,https://ria.ru/20181222/1548486679.html,SpaceX в третий раз отложила запуск ракеты с военным спутником GPS,117,3,49359
18,23512448,,1545492269,http://ria.ru/20181222/1548486392.html,В Одессе нашли цистерну с человеческими скелетами,40,12,48713
19,23512215,,1545490832,,,105,9,50570
20,23512149,,1545490389,https://ria.ru/20181222/1548483735.html,Имена погибших в ДРК российских пилотов назовут в понедельник,10,4,45900
21,23511971,,1545489172,https://ria.ru/20181222/1548483811.html,Два Су-30М2 приземлились на новую полосу аэродрома Бельбек в Крыму,111,8,54213
22,23511869,,1545488249,https://ria.ru/20181222/1548473206.html,"Спорт, релакс, экскурсии. Чем заняться в Новый год в Краснодарском крае",36,6,51014
23,23511720,,1545487092,https://ria.ru/20181222/1548477606.html,Порошенко подписал закон о переименовании канонической УПЦ,126,5,48019
24,23511588,,1545485956,https://ria.ru/20181222/1548461679.html,"Житель Башкирии перед Новым годом стал миллионером, выиграв в лотерею",86,5,54666
25,23511435,,1545484821,https://ria.ru/20181222/1548467656.html,Умер российский физик-теоретик Сергей Псахье,85,8,54129
26,23511395,,1545484572,,,56,28,55430
27,23511299,,1545483739,https://ria.ru/20181222/1548462634.html,На Ленинградской АЭС навсегда остановили первый в мире энергоблок,66,15,51865
28,23511190,#ЦеЕвропа,1545482873,https://ria.ru/20181222/1548473479.html,Херсонский суд рассмотрит вопрос о продлении ареста Вышинского,54,2,54063
29,23511058,"#РИА_Видео 
Казаку Захару Максимову всего 14 лет, его рост 115 сантиметров, но это не мешает ему виртуозно владеть шашкой и скакать на коне. Благодаря своей целеустремленности он уже дорос до должности командира казачьего отряда.",1545481815,,,239,14,66802
30,23510929,"Ранее стало известно, что задымление на шахте произошло из-за возгорания метана. ""Уралкалий"" информацию не подтверждает.",1545480559,https://ria.ru/20181222/1548471280.html,"СК начал проверку после задымления на шахте ""Уралкалия"" в Соликамске",23,5,52451
31,23510755,,1545479223,https://ria.ru/20181222/1548468676.html,"Посол США пожаловался на ""антиамериканскую риторику"" журнала Spiegel",58,7,53961
32,23510536,"Восемь горняков уже вывели на поверхность из шахты, в зоне задымления остались девять человек.",1545477759,https://ria.ru/20181222/1548467906.html,На шахте в Соликамске произошел пожар ,25,7,56011
33,23510310,,1545476498,,,32,42,57760
34,23510252,"В России завершили создание крупнейшей в мире системы цифрового телевещания. В поселке Видяево Мурманской области состоялась торжественная церемония запуска последнего, 5040-го по счету объекта цифрового эфирного вещания — башни ""Ура"": https://ria.ru/20181222/1548466600.html",1545476249,,,126,12,60219
35,23509959,"#РИА_Видео 
Собачка Кукла уже пережила все ужасы войны. Ее мордочку срубило осколком мины во время боевых действий в Донбассе. Теперь она восстанавливается в приюте ""Республика друг"" в подмосковной Черноголовке.",1545474627,,,105,49,69621
36,23509767,,1545473709,https://ria.ru/20181222/1548465307.html,"NASA предупредило о приближении к Земле ""праздничного"" астероида",93,11,57417
37,23509538,"Президент Владимир Путин подписал указы о помиловании пятерых россиян. Среди тех, кто уже к Новому году сможет выйти на свободу, — каскадер, пытавшийся защитить брата во время дворовой драки, и герой войны в Афганистане, сбивший на темной трассе подростка-мотоциклиста. Выяснили детали уголовных дел тех, чьи прошения о помиловании услышали в Кремле.",1545472398,https://ria.ru/20181222/1548442918.html,"Истории пятерых россиян, амнистированных Путиным",120,14,72292
38,23509409,"#ПРЯМАЯТРАНСЛЯЦИЯ 
Протесты ""желтых жилетов"" во Франции. Несогласные с политикой властей, возмущенные повышением цен на топливо, а также снижением покупательской способности ""желтые жилеты"" начали выходить на улицы по всей Франции с 17 ноября. Масштабные протесты сопровождаются столкновениями демонстрантов с полиций, погромами, поджогами машин.",1545471668,,,260,16,71622
39,23509279,"#РИА_Видео 
Этой ночью жители северной столицы наблюдали получасовое огненное шоу — в центре города загорелся склад пиротехники. Тушить его было крайне опасно из-за разрывающихся фейервеков, но спасателям удалось справиться с огнем.",1545470713,,,77,32,68275
40,23509137,"#РИАрхив 
81 год назад родился Эдуард Успенский – автор детских повестей ""Крокодил Гена и его друзья"", ""Дядя Федор, пес и кот"", ""Каникулы в Простоквашино"".",1545469771,,,24,23,62219
41,23509117,,1545469664,,,204,93,73425
42,23508950,,1545468699,https://ria.ru/20181222/1548462851.html,Украинские железные дороги пожаловались на нехватку российских запчастей,377,7,55521
43,23508747,"Для многих знаменитых супружеских пар уходящий год оказался очень непростым. Звезды, чьи браки распались в 2018-м, — в фотоленте Ria.ru: https://ria.ru/20181222/1547888672.html",1545467495,,,75,7,58349
44,23508576,В Рязани два футболиста избили и ограбили женщину: https://rsport.ria.ru/20181222/1548462783.html,1545466698,,,234,8,70148
45,23508420,"Сияние Загитовой, осечка Медведевой, победа Ковтуна, лидерство Тарасовой и Морозова и победа Синициной и Кацалапова и другие итоги первых дней чемпионата России по фигурному катанию: https://rsport.ria.ru/20181222/1548449355.html",1545465303,,,59,12,58381
46,23508180,,1545463442,https://ria.ru/20181222/1548461620.html,Названы худшие фильмы года,132,5,77262
47,23508018,,1545461791,https://ria.ru/20181222/1548461051.html,В Киеве 1 января планируют провести марш в честь дня рождения Бандеры,297,15,58937
48,23507939,Одна из основных воздушных гаваней британской столицы в течение двух последних дней работала с большими перебоями. Инцидент нарушил планы более сотни тысяч человек.,1545460706,https://ria.ru/20181222/1548459115.html,В Лондоне задержали подозреваемых в запуске дронов над аэропортом Гатвик,42,3,60181
49,23507808,"В Disney рассказали о будущем ""Пиратов Карибского моря"": https://ria.ru/20181222/1548459825.html",1545459303,,,45,2,64809
50,23507661,,1545457699,https://ria.ru/20181222/1548460281.html,Правительство США приостановило работу из-за отсутствия бюджета,100,7,61176
51,23507491,"#РИА_ДеньвИстории 
161 год назад в России вышли первые почтовые марки. Их создали по заказу Почтового департамента. Приобрести двухцветную марку с государственным гербом России в голубом овале на фоне мантии, увенчанной короной, можно было всего за 10 копеек. Тираж первой партии составил 3 миллиона марок. В 2018 году в России выпущено более 70 тематических карточек с марками. На них представлены художественные изображения к Чемпионату мира по футболу, годовщине Курской битвы и другим значимым событиям.",1545455787,,,24,35,71359
52,23507390,,1545454691,https://ria.ru/20181222/1548458371.html,"Немецкие СМИ предупредили о риске повтора ""керченского инцидента"" в Арктике",78,6,57940
53,23507257,,1545453497,https://rsport.ria.ru/20181221/1548388952.html,Чемпионат мира-2018 в России посмотрело более половины населения планеты,66,8,64768
54,23507164,"Большинство комментаторов напомнили Порошенко, что Ан-225 является достижением советского, а не украинского авиастроения. При этом некоторые пользователи предложили ""декоммунизировать"" самолет, произведенный в СССР фактически в единственном экземпляре.",1545452416,https://ria.ru/20181222/1548458755.html,"В Сети высмеяли Порошенко за празднование юбилея ""украинского"" Ан-225",117,8,67863
55,23507057,,1545451120,https://rsport.ria.ru/20181221/1548440492.html,Рылов победил на стометровке на спине на Кубке Сальникова,12,8,59988
56,23506932,,1545449600,https://ria.ru/20181221/1548421411.html,"В Минсельхозе подсчитали, во сколько россиянам обойдется новогодний стол",112,7,62011
57,23506836,,1545448105,https://ria.ru/20181222/1548456924.html,В Европе планируют отказаться от Sukhoi Superjet,137,7,61201
58,23506755,,1545446630,https://ria.ru/20181222/1548457587.html,"Источник рассказал о будущих пусках ракет ""Союз"" с космодрома Куру",25,4,57832
59,23506667,,1545445264,https://ria.ru/20181222/1548459077.html,В Вашингтоне мужчина залез на рождественскую ель перед Белым домом,66,5,60448
60,23506610,,1545443888,https://ria.ru/20181221/1548453183.html,ВМС Ирана запустили ракеты около американского авианосца,59,7,57871
61,23506524,,1545442212,https://ria.ru/20181222/1548457906.html,США выделят Украине $10 миллионов после инцидента в Керченском проливе,149,4,58792
62,23506458,Совфед одобрил закон о запрете производства и оборота порошкового вина: https://ria.ru/20181221/1548394639.html,1545440684,,,134,18,75232
63,23506386,,1545439137,https://ria.ru/20181222/1548457262.html,"В США заявили о превосходстве ""Арматы"" над танками НАТО",191,7,59014
64,23506297,,1545437505,https://ria.ru/20181221/1548392916.html,Совфед одобрил закон об ответственном обращении с животными,64,19,58532
65,23506239,,1545435966,https://ria.ru/20181221/1548418360.html,Сын британского миллионера сделал фото в падающем самолете перед смертью,39,3,54496
66,23506159,,1545434347,https://ria.ru/20181222/1548456590.html,Разведка США обвинила Россию и Китай во вмешательстве в выборы-2018,108,3,59937
67,23506060,,1545432815,https://rsport.ria.ru/20181221/1548437817.html,Колесников установил юниорский мировой рекорд на стометровке вольным стилем,16,6,57941
68,23505972,,1545431666,https://ria.ru/20181221/1548452891.html,"Британские СМИ испугались ""разборок"" с российским фрегатом в Азовском море",76,6,56204
69,23505816,"Йети самые. Ученые окончательно раскрыли тайну снежного 
человека: https://ria.ru/20181221/1548340922.html",1545429436,,,62,7,63379
70,23505645,,1545427740,https://ria.ru/20181221/1548399681.html,В Барнауле полицейский пытался скормить задержанному телефон,81,6,57779
71,23505460,,1545426277,https://ria.ru/20181221/1548418240.html,"Большинство украинцев считают свою жизнь невыносимой, показал опрос",414,8,61688
72,23505296,,1545425063,https://ria.ru/20181221/1548440871.html,"В небе над Калифорнией заметили странные огни, похожие на НЛО",88,10,59282
73,23505066,,1545423493,https://ria.ru/20181221/1548452460.html,Курс доллара превысил 69 рублей впервые с сентября,224,12,64832
74,23504871,,1545422312,https://rsport.ria.ru/20181221/1548452614.html,Синицина и Кацалапов победили в танцах на льду на чемпионате России,17,11,60074
75,23504768,"На видео, размещенном в соцсетях, видно, что в палате на полу вокруг разбросанных кусков ваты лежит мужчина. Автор ролика за кадром сообщает, что это пациент Усть-Катавской медсанчасти, которого доставили из Челябинска после проведенной операции - трепанации черепа.",1545421498,https://ria.ru/20181221/1548439187.html,"Врачи объяснили, почему пациент уральской больницы лежал на полу",128,11,62496
76,23504425,,1545419725,https://ria.ru/20181221/1548445969.html,Сотовые операторы предупредили о повышении тарифов,200,20,67436
77,23504262,"Из-за чего возникает зависимость от смартфона: напоминалки, будильники, мессенджеры, онлайн банки, навигация в городе? Как понять, что зависимость есть: нервничаешь, постоянно отвлекаешься на уведомления, иногда чувствуешь ""фантомную"" вибрацию, пишешь человеку, находящемуся в соседнем помещении? Какие могут быть последствия: садится зрение, изолируешься от друзей и семьи, ""серфишь"" перед сном и не высыпаешься? Как с этим всем быть, есть ли на самом деле зависимость от смартфона, или это выдуманная проблема? 
Обсуждаем все это в новом эпизоде подкаста ""ЯсноПонятно"".
#яснопонятно #риа_подкаст",1545418810,,,76,64,100037
78,23504211,,1545418508,https://ria.ru/20181221/1548448874.html,В США зачатые в один день близнецы родились с разницей в 15 лет,61,4,60982
79,23504009,Образцы уже доставлены в лабораторию на Земле.,1545417230,https://ria.ru/20181221/1548411274.html,Российские ученые напечатали в космосе 12 органов,133,11,67459
80,23503837,,1545416160,https://rsport.ria.ru/20181221/1548445493.html,Тарасова прокомментировала неудачное выступление Медведевой в короткой программе,169,3,65907
81,23503606,,1545414684,https://ria.ru/20181221/1548446560.html,Трое российских пилотов погибли в результате крушения Ан-26 в ДР Конго,44,6,61018
82,23503534,,1545414319,,,82,57,82530
83,23503314,"В 2018 году Марк Цукерберг обеднел сильнее всех из представленных в рейтинге миллиардеров. Его состояние уменьшилось на 18,7 миллиарда долларов.",1545413184,https://ria.ru/20181221/1548438096.html,Цукерберг возглавил рейтинг миллиардеров-неудачников по версии Forbes,169,10,68201
84,23503083,"#РИА_Видео
Дед Мороз и Йоулупукки встретились на границе России и Финляндии. Такие встречи — добрая традиция. Они проводятся ежегодно на протяжении почти 30 лет 🎅🎄",1545411696,,,72,14,67262
85,23503003,,1545411321,https://rsport.ria.ru/20181221/1548444812.html,Ковтун одержал победу в мужском одиночном катании на чемпионате России ,55,8,63576
86,23502899,,1545410830,https://ria.ru/20181221/1548427952.html,ГИБДД не планирует вводить повторный экзамен при замене прав,95,6,64421
87,23502777,"Большая пресс-конференция президента, новогодний кадетский бал и подводный Санта-Клаус: самые яркие и эмоциональные фотографии недели — в нашей подборке https://ria.ru/20181221/1548354434.html",1545410232,,,34,5,61218
88,23502565,,1545409331,,,300,55,74573
89,23502453,,1545408773,https://ria.ru/20181221/1548438651.html,Евросоюз продлил экономические санкции против России,221,8,62230
90,23502285,"#РИА_Видео
Ofcom сообщил, что RT нарушил правила вещания в семи новостных программах, ""не сохранив должную беспристрастность"". К примеру, одна из претензий связана с отсутствием ""альтернативной точки зрения"" в сообщении канала о конкурсе детского рисунка в честь дивизии СС ""Галичина"". ""Я не назову это даже бредом. Потому что для такой страны как Великобритания, для страны, которая вместе с нами воевала с фашистами, это вообще просто неприлично"", - сказала Симоньян: https://ria.ru/20181221/1548416564.html",1545407859,,,61,11,62873
91,23502049,"За матчами турнира следило рекордное количество зрителей – 3,572 миллиарда человек во всех странах мира.",1545406722,https://rsport.ria.ru/20181221/1548391766.html,"ФИФА: цифры подтверждают, что ЧМ в России стал лучшим в истории",88,12,68314
92,23501795,,1545405513,https://ria.ru/20181221/1548415703.html,На Урале установили елку из купюр евро и долларов на несколько миллионов,93,9,61925
93,23501531,"#опрос
Если у вас дома уже есть нарядная елка, то кидайте фото в комментарии!",1545404421,,,110,4,65767
94,23501404,,1545403838,https://ria.ru/20181221/1548424871.html,"В Раде предложили продать ""Нафтогаз"" из-за долгов",132,7,61341
95,23501135,,1545402588,,,56,94,71788
96,23501053,,1545402250,https://ria.ru/20181221/1548421473.html,Россия выслала шведского дипломата,144,10,64376
97,23500908,"#РИА_Видео
Протесты полицейских во Франции начались на фоне масштабного социального кризиса, спровоцированного движением ""желтых жилетов"". Стражи порядка потребовали повышения зарплаты за сверхурочную работу по усмирению бастующих. В ответ МВД Франции увеличило жалование полицейским.",1545401577,,,196,21,73879
98,23500610,Фигуристка Алина Загитова занимает первое место после короткой программы. Евгения Медведева упала во время своего проката. Она располагается на 14-й позиции.,1545400375,https://rsport.ria.ru/20181221/1548416847.html,Загитова захватила лидерство в короткой программе на чемпионате России по фигурному катанию,100,14,62833
99,23500396,,1545399657,https://ria.ru/20181221/1548410361.html,В Раде призвали Порошенко объявить войну России,380,17,65242
100,23500242,,1545398954,https://rsport.ria.ru/20181221/1548413906.html,"Кокорину и Мамаеву поменяли статью обвинения на более тяжкую, сообщил адвокат",300,5,64623
101,23500093,,1545398225,https://ria.ru/20181221/1548391246.html,"Прокуратура потребовала от ""Победы"" убрать платную регистрацию на рейсы",77,9,61994
102,23499929,,1545397322,https://ria.ru/20181221/1548411344.html,На борту разбившегося в Демократической Республике Конго  Ан-26 были три российских пилота,51,6,57887
103,23499715,"Ель с кладбища, дерево, спиленное в детском саду или на частном дачном участке, — за десять дней до Нового года региональные чиновники выкручиваются, как могут, чтобы народу было вокруг чего водить хороводы. В Стерлитамаке едва не установили праздничное дерево… с могилы бывшего главного архитектора города. В Кемеровской области елку решили ""позаимствовать"" на участке местного жителя Андрея Афанасьева. Спросить у него, естественно, забыли. Сейчас она украшает главную городскую площадь, а Афанасьев любуется пеньком.",1545396381,https://ria.ru/20181221/1548355224.html,Ели для праздника в регионах привозят с кладбищ и из детских садов,78,23,64147
104,23499511,,1545395458,https://ria.ru/20181221/1548403794.html,Медведев сменил главу Росимущества,115,11,61241
105,23499456,,1545395136,,,116,10,59560
106,23499313,,1545394364,https://ria.ru/20181221/1548401461.html,"""Роскосмос"" рассказал, когда сгорит Земля",152,17,72469
107,23499149,"В мае-июне этого года 27-летний мужчина создал в ""ВКонтакте"" паблик ""Мужское государство"", где размещал унижающие женщин фото и видео. 
Сообщество прославилось во время ЧМ по футболу. В нем публиковались фото россиянок с иностранными болельщиками с оскорбительными комментариями.",1545393322,https://ria.ru/20181221/1548397044.html,"Создатель ""Мужского государства"" получил срок за женоненавистничество",334,8,60945
108,23498914,,1545392256,https://ria.ru/20181221/1548387126.html,"БПЦ запретила прихожанам участвовать в обрядах ""новой церкви"" Украины",110,12,61617
109,23498682,"#РИА_Видео 
В аэропорту Домодедово ввели в эксплуатацию бронированную ремонтно-эвакуационную машину БРЭМ-1 на базе танка Т-72. 41-тонная техника способна отбуксировать 125-тонный груз, а также поднять оборудование весом до 12 тонн.",1545391252,,,101,15,70121
110,23498444,,1545390231,https://ria.ru/20181221/1548393321.html,Российские ученые разрабатывают вакцину от аллергии на кошек,88,19,60423
111,23498210,"В московском Манеже открывается уникальная выставка Фриды Кало и Диего Риверы. Более 90 работ этих мексиканских художников, архивные фотографии и документы представлены в экспозиции ""Viva la Vida. Фрида Кало и Диего Ривера. Живопись и графика из музейных и частных собраний"". Ria.ru рассказывает, почему это событие нельзя пропустить.",1545389307,https://ria.ru/20181221/1548357810.html,Картины Фриды Кало и Диего Риверы в Москве,16,11,62360
112,23497916,,1545388354,https://ria.ru/20181221/1548388167.html,"Взявшая интервью у Путина школьница счастлива, что ее мечта сбылась",197,7,67319
113,23497742,"#РИА_Видео 
Сегодня ровно 139 лет со дня рождения Иосифа Сталина. Иосиф Виссарионович был лидером Советского государства с конца 1920 годов до своей смерти 5 марта 1953 года. Его личность оценивают неоднозначно, а его деятельность громко обсуждается в современном обществе. Одни считают его великим правителем, который привел страну к победе в Великой Отечественной войне, другие обвиняют в геноциде народа и голодоморе, терроре и насилии над людьми.",1545387335,,,1066,115,95941
114,23497653,,1545386582,https://ria.ru/20181221/1548392261.html,"МВФ перечислил Украине транш на 1,4 миллиарда долларов",170,4,58155
115,23497512,"Нововведение коснется тех, кто впервые сделал репост материала, признанного судом возбуждающим ненависть или вражду, а также унижающим человеческое достоинство. 
Уголовная ответственность будет грозить в случае повторного нарушения закона за один год.",1545385426,https://ria.ru/20181221/1548383169.html,Совфед одобрил закон о частичной декриминализации 282 статьи УК,59,9,58288
116,23497321,"Как увеличить экспорт продовольствия в два раза, о сельскохозяйственной дипломатии и почему страдают американские фермеры, рассказал Дмитрий Патрушев Ria.ru в своем первом интервью в должности министра сельского хозяйства.",1545384141,https://ria.ru/20181221/1548381117.html,Интервью Дмитрия Патрушева ,65,2,61492
117,23497216,"#РИАрхив 
В этот день родился генерал-лейтенант авиации Александр Беляков. Он совершил первый беспосадочный перелет через Северный Ледовитый океан протяженностью 9374 километра.",1545383128,,,24,17,71546
118,23497063,,1545382264,https://ria.ru/20181221/1548381832.html,Жительница Петербурга пыталась продать в Москве невинность 15-летней,95,5,60236
119,23496897,В документе появятся два новых показателя: экономическая и физическая доступность продовольствия.,1545381378,https://ria.ru/20181221/1548383219.html,В правительство внесли новую версию доктрины продовольственной безопасности,116,3,63525
120,23496759,"Размах крыла с футбольное поле, шесть мощных турбореактивных двигателей и рекордная грузоподъемность в 250 тонн — ровно 30 лет назад свой первый полет совершил уникальный транспортный самолет Ан-225 ""Мрия"" (""мечта"" по-украински). До сих пор в мире не создано более совершенного и выдающегося по своим характеристикам самолета. О том, как всем Союзом строили ""Мечту"", — в материале Ria.ru.",1545380492,https://ria.ru/20181221/1548348029.html,Как создавали самый тяжелый самолет в мире,170,25,69636
121,23496638,,1545379645,https://ria.ru/20181221/1548379849.html,"Житель ХМАО украл новогодние подарки, чтобы вручить их чужим детям",54,3,60659
122,23496490,,1545378596,https://ria.ru/20181221/1548381302.html,Роскомнадзор проверит ВBC World News после решения Ofcom по RT,56,7,59201
123,23496293,В Китае выбрали иероглифы года: https://ria.ru/20181221/1548378612.html,1545377341,,,12,1,61125
124,23496115,,1545376289,https://ria.ru/20181221/1548379042.html,В России появилась новая профессия,56,7,61733
125,23495963,,1545375267,http://ria.ru/20181221/1548378441.html,Турция намерена использовать российские С-400 независимо от систем НАТО,77,4,59034
126,23495721,"#РИА_Видео 
Владимир Путин дал интервью семнадцатилетней Регине Парпиевой, участнице проекта ""Мечтай со мной"", который исполняет желания тяжелобольных детей. У Регины - рассеянный склероз. Это заболевание поражает зрительный нерв и спинной мозг. Самой большой мечтой девушки было взять интервью у президента России: https://ria.ru/20181220/1548351029.html",1545374021,,,418,55,93407
127,23495620,,1545373084,https://ria.ru/20181221/1548377509.html,В Московском зоопарке с начала 2018 года родились более 800 детенышей,26,7,63367
128,23495550,,1545372619,,,100,53,67688
129,23495482,"#РИА_ДеньРождения 
Глава корпорации ""Роскосмос"" Дмитрий Рогозин отмечает свое 55-летие. После окончания МГУ в 1986 году он мечтал о работе во внешней разведке, но попал под ограничение КГБ. Профессиональная деятельность Рогозина началась в Комитете молодежных организаций. За годы своей политической карьеры он входил в Госдуму, отвечал за переговоры с ЕС и Литвой, представлял Россию при НАТО. В 2011 году он стал вице-премьером России. В мае 2018 года Дмитрий Рогозин назначен генеральным директором ""Роскосмоса"".",1545372050,,,153,11,66125
130,23495360,,1545370990,https://ria.ru/20181221/1548376775.html,Во Франции в I чтении приняли проект о мерах властей в ответ на протесты,149,6,62748
131,23495218,"#РИА_ДеньвИстории 
Ежегодно во всем мире отмечается День зимнего солнцестояния. В этот период угол наклона земной оси по отношению к Солнцу минимален. Ночь с 21 по 22 декабря будет самой длинной в 2018 году, а световой день – самым коротким. В XVI веке на Руси существовал обряд, связанный с этим днем. К царю на поклон приходил звонарный староста московского собора, который отвечал за бой часов. Он докладывал, что отныне солнце повернуло на лето, день прибавляется, а ночь сокращается. За эту радостную весть царь жаловал старосту деньгами.",1545369597,,,72,135,85710
132,23495039,"Льва по кличке Грей спасли в 2015 году в ходе тайфуна ""Гони"". Его поместили в центр реабилитации тигров и других редких животных. Здесь хищника навещала прибывшая на Восточный форум во Владивостоке голливудская актриса Памела Андерсон.
За 3 месяца Грей набрал 50 килограммов, у него появилась красивая грива, улучшился цвет шерсти, залечились раны.",1545368321,https://ria.ru/20181221/1548376699.html,Ветеринары рассказали о состоянии спасенного при наводнении в Приморье льва,19,6,63640
133,23494899,,1545367385,https://ria.ru/20181221/1548375867.html,МВД предложило разрешить полицейским вскрывать автомобили,215,7,67538
134,23494772,"Голкипер ""Баварии"" Мануэль Нойер отпраздновал гол в ворота ""Лейпцига"" зажигательным танцем: https://rsport.ria.ru/20181220/1548319807.html",1545366315,,,37,3,70497
135,23494581,,1545364718,https://ria.ru/20181220/1548355652.html,Трамп с опечатками рассказал о проделанной за Россию работу в Сирии,110,7,62201
136,23494409,,1545363193,https://rsport.ria.ru/20181220/1548313735.html,Кокорин был бы рад чаще общаться со священником,137,4,69510
137,23494251,,1545361662,https://ria.ru/20181221/1548374667.html,В России начали тестировать первые беспилотные снегоуборочные машины,175,13,71781
138,23494146,,1545360144,https://ria.ru/20181220/1548355405.html,Российские ученые создают сеть роботизированных телескопов в Арктике,49,9,68271
139,23494034,"Пользователей соцсетей разочаровала новая песня ""Ленинграда"": https://ria.ru/20181221/1548375003.html",1545358775,,,73,3,77677
140,23493945,,1545357487,https://ria.ru/20181221/1548374586.html,"В США инкассаторы, просыпавшие деньги на дорогу, недосчитались $190 тысяч",42,8,63289
141,23493824,,1545355786,https://rsport.ria.ru/20181220/1548347602.html,Загитовой подарят золотые лезвия для коньков,132,9,67424
142,23493744,,1545354398,https://ria.ru/20181221/1548374156.html,"С Байконура стартовала ракета ""Протон-М"" с военным спутником",103,8,66697
143,23493687,,1545353343,https://ria.ru/20181221/1548374198.html,"Германия разрабатывает ответ российским ""Искандерам"", пишут СМИ",95,8,62193
144,23493619,,1545351994,https://ria.ru/20181220/1548366184.html,В Союзе Автошкол Москвы оценили идею о проверке знаний ПДД при замене прав,228,6,65030
145,23493564,,1545350326,https://ria.ru/20181220/1548368879.html,"В аэропортах Германии объявили угрозу из-за риска теракта, сообщили СМИ",25,4,58369
146,23493528,,1545348948,https://rsport.ria.ru/20181221/1548372142.html,Синицина и Кацалапов выиграли ритм-танец на чемпионате России,14,6,63449
147,23493482,"На прошедшей неделе местный портал ""Pro Город"" написал о жалобе матери одного из учеников пермской школы № 114. Женщина рассказала, что ее сын ""схлопотал три двойки по ритмике"". 
Она поговорила с учителем ритмики, которая заявила, что окружающим ""приятно, когда мальчик в белом"" и подчеркнула, что это ее личные требования к внешнему виду учащихся.",1545347676,https://ria.ru/20181220/1548309941.html,"Власти Перми защитили ученика, которому поставили двойки за голубую рубашку",91,1,62117
